,Temperature_Fuji,Precipitation_Fuji,Windspeed_Fuji,Temperature_Gotemba,Precipitation_Gotemba,Windspeed_Gotemba,Temperature_Kawaguchiko,Windspeed_Kawaguchiko,Temperature_Nanbu,Precipitation_Nanbu,Windspeed_Nanbu,Temperature_Odawara,Precipitation_Odawara,Windspeed_Odawara,Temperature_Yamanaka,Precipitation_Yamanaka,Temperature_Fujisan,Precipitation_Hakone
2022-10-17 11:00:00,25.507225572103966,0.0,3.7386153251539325,21.679537871712423,0.0,3.037689396131877,17.05169105680052,1.7061196192102197,20.60804130116701,0.0,0.9166297769737636,23.73926819627022,0.0,1.103930336046486,15.819743311378462,0.8029477725966502,4.395566190985181,0.0
2022-10-17 12:00:00,24.606762573935825,0.0,3.785852821194489,21.783455367665496,0.0,3.4326642872629938,17.53800508344466,2.1098827969780163,20.989283141552903,0.0,0.5269937591137916,23.964463578937934,0.0,1.8312773555043544,15.931707867266308,0.0,6.553316317989517,0.0
2022-10-17 13:00:00,23.074093610643736,0.0,2.917885485407163,19.321713030733694,0.0,2.48431395749193,16.589164260364974,2.234333370469272,21.358747761060037,0.0,1.1874849624446127,23.42616090533927,0.0,1.920069745962527,16.043475640642544,0.331654775199832,5.999345685452758,0.3343225968617358
2022-10-17 14:00:00,24.589371772266098,0.0,3.469275109380716,20.474288751479378,0.0,3.446001357773675,17.778775662238143,2.114123685697974,22.472102600895123,0.0,1.9646989660944754,24.753799127151716,0.0,1.3018616599572252,17.322040422372055,0.0,7.859280836301418,0.0
2022-10-17 15:00:00,24.042703476082036,0.0,2.9580150219258976,20.121939394539716,0.0,2.4940433062998006,16.742146085965526,2.098467223491694,21.502801997615066,0.0,0.8040898651813626,24.901263940951832,0.0,2.1695360506524475,17.464842726423953,0.0,10.50012695423385,0.0
2022-10-17 16:00:00,25.074576160024407,0.0,3.5093832998069585,19.991103488943356,0.0,2.6774409941870543,15.984439662289125,1.6580709997904604,21.638222380608266,0.0,0.7530993719772543,25.318434074434776,0.0,1.396119050533731,17.74009958395098,0.0,13.341080407887448,0.0
2022-10-17 17:00:00,24.748502501090076,0.0,3.2284298797465127,20.25657065222069,0.0,1.641397275346351,14.631541895076555,1.01575522699017,20.437653018939123,0.0,0.3124551505155959,24.981095864334932,0.0,0.5123852081501042,17.484321124875585,0.0,15.439399023081396,0.0
2022-10-17 18:00:00,24.07646634766016,0.0,3.2554963537867025,20.3849501947485,0.0,2.1603706387935806,14.243860524286422,0.9026471650389593,20.450851372264708,0.0,0.0,24.883335692582442,0.0,0.6914802218852111,17.04686223121154,0.0,14.215213385192927,0.0
2022-10-18 08:00:00,19.766655372409506,0.0,1.5060377403608778,15.693018173385642,0.0,2.2137941761056417,13.572857981615131,1.461759481455884,16.432788444502904,0.0,0.599086495427979,18.276965121415866,0.0,1.3959017079261227,12.89330107473053,1.3618556775337636,-4.6020471229493545,0.0
2022-10-18 09:00:00,19.60672876635824,0.0,2.0366104689524436,15.046863365923112,0.0,1.894969031538011,12.119339340574651,2.0820330641742024,17.180953222576594,0.0,0.4142177487699106,19.124714421898677,0.0,3.747956274980217,12.72776940319188,0.7964637438419774,-2.5321448113953524,0.0
2022-10-18 10:00:00,19.963510855243353,0.0,3.488495029230147,14.62101659941559,0.0,2.722316509424175,11.173872192691071,0.7528550747655179,17.70411093660285,0.0,0.520438159417282,17.86047248600845,0.0,3.576062391016397,10.688686095936337,1.4643080021851531,-3.117211596368038,0.0
2022-10-18 11:00:00,19.93062617164195,0.0,2.5597170369664313,14.51322399846481,0.0,2.9400856652798772,10.582635043806034,1.2938863867971793,17.782602429973632,0.0,0.9077122617847241,18.244058041902672,0.0,2.6461462360959733,10.750307431850626,0.0,-3.15402714946369,0.0
2022-10-18 12:00:00,20.79405887510845,0.0,4.193967669775403,14.892301726826297,0.0,1.3968212457065918,10.533594484143245,2.28198681828822,18.358862360646725,0.0,1.5902690218023288,19.257729567038986,0.0,2.130267754545014,11.349553380068954,0.0,-2.447064301951995,0.0
2022-10-18 13:00:00,21.857411386118397,0.0,4.322559884957201,14.64726614551072,0.0,1.3264189920250882,10.166026334055987,0.7764798077717865,18.785539805971215,0.0,1.0628054753978038,19.133657244853516,0.0,3.2403311250631717,11.330912552255285,0.0,-1.6525238895899812,0.0
2022-10-18 14:00:00,22.24472567709784,0.0,4.551551671499935,14.421093229365184,0.0,1.9284188256591879,10.15646920884103,1.4760840891898843,18.723172563300352,0.0,0.9946125329274514,17.71483167240227,0.0,4.078300732660543,11.766994191941555,0.0,-0.5224470801744188,0.0
2022-10-18 15:00:00,22.599767991736595,0.0,4.466145496864978,14.224024678180077,0.0,1.8526353499186465,9.474845672806666,2.332178358247294,19.122357435428807,0.0,1.5331938775651228,17.915905589155653,0.0,3.4326587135659183,12.049835539040751,0.0,0.24087049382006764,0.0
2022-10-18 16:00:00,19.854574797517973,0.0,4.665829766978452,13.15239479795772,0.0,2.1782324515344835,8.666788929099486,2.4019971351598204,18.15904174704128,0.0,0.7959666135131053,17.06659668669404,0.0,2.876724922635843,10.410239896027056,0.4691345188683773,-2.309043293261726,0.0
2022-10-18 17:00:00,18.769236717529555,0.0,3.301173739439584,12.252175792895823,0.0,1.2776188022193244,7.80516951669787,3.110614020316842,17.810003661730228,0.0,1.5561963750754157,16.62652316973935,0.0,1.5928965138006437,9.769306973972853,0.4092332745324029,-3.047007314627345,0.0
2022-10-18 18:00:00,18.315379979631842,0.0,3.088030731126097,12.318669924527956,0.0,1.581319077700765,6.548785758375631,2.3103268034534814,17.162300865061656,0.0,0.44794025985821484,16.13022239774714,0.0,2.0448247362085197,8.454419251895441,0.4572921516958893,-4.173665515870825,0.8421344196413749
2022-10-19 08:00:00,15.243677992849527,0.0,1.6412658590506177,10.811702752243171,0.0,1.8198640602424678,8.636723316003073,2.0281455903125565,15.603383681338148,0.0,2.4041208810347183,14.120796100930804,0.0,0.8537771549112253,8.250153582247783,0.0,-7.685506114672186,0.0
2022-10-19 09:00:00,15.847705250631442,0.0,2.724493720700423,11.594504672908748,0.0,1.8839503579061319,8.796194403172876,2.398191532513164,15.229783906492562,0.0,1.850672134751022,14.43953761437345,0.0,1.005386866108593,8.81544975055182,0.0,-6.168531380160459,0.0
2022-10-19 10:00:00,17.36105674294081,0.0,2.806655771066756,12.633225110775232,0.0,1.9936960352832052,9.648360503882452,2.6020731844469966,17.04030997349252,0.0,3.3490974577021886,15.57352569455314,0.0,1.609914441112373,9.960434975362872,0.0,-5.423852015412519,0.0
2022-10-19 11:00:00,18.140746670855265,0.0,5.837231438035465,14.604256137649953,0.0,2.2815116238336857,9.868147923228497,1.1723148548437174,18.39749007822807,0.0,2.2900404475213527,16.74802775808849,0.0,1.313580795169351,11.001400129414836,0.0,-5.550167745518385,0.0
2022-10-19 12:00:00,17.99210324194898,0.0,4.399545953943786,13.761555593820878,0.0,2.879937703488903,11.563586664703374,2.3500658984762475,18.807321580877908,0.0,2.2963234780514736,18.290460924595823,0.0,3.97574070520309,11.21760187895042,0.0,-4.065494932325864,0.0
2022-10-19 13:00:00,17.82756946680699,0.0,3.442609188726062,14.326974871786868,0.0,2.5537760375138725,10.854573838106488,2.1526279551753253,18.064876051409442,0.0,3.3495281484605246,18.914784849152213,0.0,2.5698558716357214,11.890691413407087,0.0,-3.898238611696229,0.0
2022-10-19 14:00:00,18.041454556439067,0.0,3.030317443189214,14.616672916369447,0.0,2.383869843767337,10.126437579624703,2.4535844592441243,17.650437848073818,0.0,5.686282774133693,18.955458329520347,0.0,2.6463521894786695,12.096671928989627,0.0,-3.5236822244484345,0.0
2022-10-19 15:00:00,18.500581606059768,0.0,3.2630455816834427,14.034511160009485,0.0,2.3154198557022285,9.935233284113666,1.8199394953198949,16.944048443084455,0.0,4.052548399766062,18.599961834694437,0.0,3.226702036227287,11.614795591864961,0.0,-2.080416169755831,0.0
2022-10-19 16:00:00,18.629323660635208,0.0,3.034476352057794,13.015967251067721,0.0,2.4028742973007042,8.788383302737733,1.3186842858527856,15.885961014569618,0.0,1.9603343596765574,17.34437167833246,0.0,3.091542041711608,10.116962571832378,0.0,-1.7719622032578606,0.0
2022-10-19 17:00:00,17.771413856479356,0.0,4.005159165832716,12.354691250617744,0.0,2.373997869276939,7.053109310814278,1.6226107322587449,14.3549121158776,0.0,0.0,16.971538094989345,0.0,0.8619936560763928,8.811728041133144,0.0,-3.440211783394364,0.0
2022-10-19 18:00:00,17.887130786644676,0.0,1.139956668538112,11.400342772191578,0.0,1.6619720152633246,6.021918763374891,0.75372911633149,12.455481302544552,0.0,0.3370897371260918,15.280054085997948,0.0,2.1392567530221442,7.550239936202295,0.0,-5.525004238221014,0.0
2022-10-20 08:00:00,13.097860755411785,0.0,1.1923429867080808,9.942956956252402,0.0,1.5733038918013889,8.265552550226586,1.1743124829354714,10.285601866704981,0.0,1.539033925545442,13.085408962906175,0.0,0.6605531532083344,7.025845715990389,0.0,-6.290308639115104,0.0
2022-10-20 09:00:00,15.633652759362587,0.0,1.2861799113488328,12.552831126118132,0.0,0.8781949967112477,10.502276748360579,2.448178948498773,13.512204675550235,0.0,1.6931202187830405,15.196515923403034,0.0,1.9347478865484762,10.604492937507937,0.0,-5.671814527746685,0.0
2022-10-20 10:00:00,16.871095551780243,0.0,1.142498561376386,14.770283154564583,0.0,1.6136248554639272,12.505095057345944,1.2202970639785384,14.415043458213997,0.0,0.9784508287977748,15.859782406249572,0.0,2.0717977052558187,13.672879175644209,0.0,-3.6780688120937395,0.0
2022-10-20 11:00:00,19.3169879173322,0.0,1.659412747109929,15.692410161589805,0.0,1.9592201403701854,14.346211260505731,1.0556658668738685,16.49386464423433,0.0,0.6541225321677446,18.39119926294753,0.0,2.8814900837149087,14.684170591449586,0.0,-1.8081703971477876,0.0
2022-10-20 12:00:00,20.148472096734146,0.0,1.9273863561127977,16.710403057220578,0.0,2.824793091280328,15.07557297512737,1.0133301948750215,18.035720167735935,0.0,0.6095479238987452,19.742652054267506,0.0,2.347163491022816,15.278191999155261,0.0,-0.2085011095266518,0.0
2022-10-20 13:00:00,21.879946547717413,0.0,2.9745502899153147,17.817219058061518,0.0,3.5429485067642075,15.317177949012283,1.712572133078015,20.28374525812178,0.0,1.1213681064122094,20.210143679416845,0.0,3.2272145911855192,14.841132598656666,0.0,0.48206269701453053,0.0
2022-10-20 14:00:00,22.13961149240176,0.0,3.3844567910873606,18.524021306620455,0.0,4.057508585419203,16.336517842462595,1.8067655703000527,21.205262128133636,0.0,2.038089629936099,21.997081557316683,0.0,4.418086798076075,14.991775896321933,0.0,0.9135815883473639,0.0
2022-10-20 15:00:00,22.35020268359974,0.0,3.782605238076988,18.109640903437096,0.0,4.672732551841531,14.293658821425055,3.264831374786452,19.773050298344444,0.0,2.1570178940124447,21.29027075160058,0.0,4.014325324661576,14.702238149560184,0.0,2.375120608470554,0.0
2022-10-20 16:00:00,21.353734479643595,0.0,3.503917233896509,17.40983124239743,0.0,4.228152154322706,13.956541064759774,3.3904596647183114,19.100817954360814,0.0,2.231434940639406,20.644303578531918,0.0,2.6314004255197134,14.180828361745203,0.0,2.0213816991929177,0.0
2022-10-20 17:00:00,19.887069759991434,0.0,2.0516982307955334,15.340814921995186,0.0,1.4563343687469705,10.91448999441983,2.7448957660339675,15.89498793676893,0.0,1.0517763681250258,17.81620252715512,0.0,2.7561874742606327,10.592546887302012,0.0,3.286957652481463,0.0
2022-10-20 18:00:00,18.894612549047196,0.0,2.3645764841282495,12.350130803932833,0.0,1.756264292222335,8.54647983208693,1.972960089703225,13.975494061770792,0.0,0.4945770121184716,16.122779950650113,0.0,1.9143446889073434,8.50298371498945,0.0,3.48117879972025,0.0
2022-10-21 08:00:00,14.478578689192634,0.0,2.6128422004553293,12.009797967281377,0.0,1.394592268414522,9.485845921030519,0.7497441167520749,11.820793774378929,0.0,1.8016494547477344,15.292330656910707,0.0,1.108325017283491,8.100593830134232,0.0,-0.9951310108504489,0.0
2022-10-21 09:00:00,16.95767076967676,0.0,2.4206820023944076,16.415495220368648,0.0,3.6551710767259795,12.749456518316261,0.7439062050545939,14.43883907608393,0.0,2.398903656876486,18.888459983135753,0.0,1.281146853596296,12.764887757616954,0.0,-0.04765071045485825,0.0
2022-10-21 10:00:00,19.315469209533422,0.0,1.034417968420101,18.581491306620176,0.0,3.3586544931491717,14.947688680826051,1.5592653890116668,17.683877795584415,0.0,2.4108314890389306,20.20512642948502,0.0,2.17893264658331,14.944297597486045,0.0,0.9630810329046968,0.0
2022-10-21 11:00:00,20.8502770167093,0.0,2.1620608977738676,18.85790717604987,0.0,4.947109254142749,16.163200062789087,1.4268268317267188,20.413678328742595,0.0,0.7325769818115555,21.01041067511873,0.0,2.289281856626546,17.188929918031015,0.0,1.3569075439105351,0.0
2022-10-21 12:00:00,20.848885192416716,0.0,4.071891536868372,19.136859842013845,0.0,6.041619363461139,18.299966974510887,2.577769735972454,22.364721331422615,0.0,2.6427587520063085,23.0884126076666,0.0,2.72088814918827,17.84723702819876,0.0,1.4838872711766289,0.0
2022-10-21 13:00:00,21.995994417314627,0.0,3.722839021499114,20.416151807047672,0.0,6.24279500771489,19.06590284767934,2.408928589886704,22.75887389611434,0.0,3.690460212370838,24.171241866356166,0.0,3.4626767676723706,17.592058689935854,0.0,2.2565240268296005,0.0
2022-10-21 14:00:00,23.33163123359304,0.0,4.0094204221137995,19.87374466465474,0.0,5.051055595683599,17.825117659582112,2.0463596613503188,22.928261997666713,0.0,3.6761611036032726,23.864951906541947,0.0,3.1040992700927923,16.56511580251811,0.0,2.9557137845743564,0.0
2022-10-21 15:00:00,22.345614763773177,0.0,5.268244364478473,21.432164038903757,0.0,6.378948007633773,18.29329091299163,3.14447324064772,23.20103462326341,0.0,3.1192751641703413,23.91744360676907,0.0,1.5385812497591769,17.068007127463474,0.0,4.2322447899361695,0.0
2022-10-21 16:00:00,22.309303504561655,0.0,5.145722059885075,20.61332088421889,0.3187780353326308,5.604995878177164,16.183971299299632,3.622191440795475,22.029868234212994,0.0,2.3787080651950228,23.131375156668234,0.0,2.0048826622948055,16.483915966778067,0.0,3.444604322397171,0.0
2022-10-21 17:00:00,21.571107371126992,0.0,3.1980435300540497,19.720315502625713,0.0,3.887271689512623,14.012816835029072,2.584056316248922,19.33554831782809,0.0,1.112987784222902,21.709925012710876,0.0,0.6606916059867786,13.755827271744277,0.0,2.221866876698253,0.0
2022-10-21 18:00:00,21.153387146298606,0.0,0.9083566715657975,19.747626485148043,0.0,3.1028957965493027,12.719805596266973,2.3430324411457817,17.967078065590442,0.0,0.33983477424268815,20.26516187757719,0.0,0.4696016484537019,11.631226664837415,0.0,0.10310392663765011,0.0
2022-10-22 08:00:00,16.726588091758856,0.0,2.0687736865843127,14.533973279849647,0.0,2.9509315960764355,12.539527314040184,1.3483934212679314,15.137667676338955,0.0,1.5028134038228622,15.938464308001127,0.0,1.8855069709697492,10.763760922900165,0.0,-1.6767088976879339,0.0
2022-10-22 09:00:00,19.134092996872116,0.0,1.8653820054599572,16.825769417303096,0.0,1.8502960972544802,14.03471780589394,1.353048138300928,16.03607454403466,0.0,1.7617874391506252,18.08050904532064,0.0,1.1734577679326301,13.512465436293951,0.0,-0.8622516126905472,0.0
2022-10-22 10:00:00,20.406594863036595,0.0,2.1370541451364935,17.350026849484976,0.0,3.6806409799846227,14.646883394600062,2.6287582895346024,17.017526798948886,0.0,0.9777896144811348,20.007560976943818,0.0,0.37303875595050073,15.919474356917489,0.0,1.0242570164638605,0.0
2022-10-22 11:00:00,21.947303388722187,0.0,1.1285343749340373,17.413352263903008,0.0,4.375669247456574,14.263600776787783,1.0924163139335328,17.89748943499853,0.0,0.7254741855176516,20.243653110827992,0.0,1.3282450544032514,16.28923638935165,0.0,0.7634648409723854,0.0
2022-10-22 12:00:00,24.212933938071224,0.0,1.6455490993762227,18.4072412723749,0.0,4.7647066655071155,13.828889131357219,1.6153325725948644,18.884105006648152,0.0,0.0,21.40165481345359,0.0,1.737997830105453,15.29306100553659,0.0,1.8072873253639763,0.0
2022-10-22 13:00:00,25.14147654423681,0.0,2.6739407888556217,19.336625230831874,0.0,4.8733252421599556,14.300999184989944,1.2536114239664282,20.226166050932907,0.0,0.6611795541271882,23.016605189370274,0.0,2.2151089491556246,15.979200668755057,0.0,4.118917359930998,0.0
2022-10-22 14:00:00,25.92440566959161,0.0,2.704841572850356,19.067931747731727,0.0,4.984241297009086,13.385310164572427,1.2088010095889385,19.717049866514177,0.0,1.078061282807917,23.323907518740675,0.0,1.0901810928231965,17.74716528363071,0.0,2.7441903535173062,0.0
2022-10-22 15:00:00,26.804564118401316,0.0,2.7052987534809243,21.28902800348604,0.0,5.600278007114805,12.976805071425085,2.0824313359966267,19.902104721923255,0.0,0.594270703227542,25.057790628533734,0.0,1.1021707062443094,16.935317420232305,0.0,3.6589477988882497,0.0
2022-10-22 16:00:00,27.566594869628574,0.0,2.6504059601854943,20.397098112773378,0.0,5.201871497711481,13.018066547135007,1.684248161091227,20.05575398656018,0.0,0.566720944181219,25.031970050163224,0.0,0.6445695275266736,15.350524321172868,0.0,2.557471336162447,0.0
2022-10-22 17:00:00,26.585316302355047,0.0,0.9437623125344522,19.195228935399864,0.0,3.8399542428519697,11.322019980212154,1.2681249732467528,18.526565787107327,0.0,0.0,24.071297709471814,0.0,0.8263846470592302,13.395128146500761,0.0,1.526342559101133,0.0
2022-10-22 18:00:00,24.032868405096945,0.0,2.0407918198287986,18.77803251247231,0.0,3.0034953103422297,8.978237129037058,0.5354368901746522,16.720212908943758,0.0,0.36834458880052234,22.40782378955422,0.0,0.5708568070194947,11.903225350713145,0.0,0.6087928460284737,0.0
2022-10-23 08:00:00,16.620337977190673,0.0,1.5002807505220987,14.884398828526255,0.0,0.5616204374902798,11.475294848963989,0.8548930363325568,13.518118427970407,0.0,2.0528059004409025,17.626545497556933,0.0,1.1003218003638782,11.093836474159728,0.0,-2.0022219078390875,0.0
2022-10-23 09:00:00,19.040063243143695,0.0,1.265288168360939,17.83716036403679,0.0,2.2227467116499793,14.480006221891363,1.2760628687702127,16.30377011691908,0.0,1.7991183431483133,20.486439314744864,0.0,0.43768215074734107,16.265253600142216,0.0,0.6259152117778899,0.0
2022-10-23 10:00:00,21.521415123968875,0.0,1.0369443643378513,19.692501659277745,0.0,2.8081057938411615,18.645750094104265,1.0366900348691854,18.38190034670116,0.0,2.0865428625806204,22.41982734701439,0.0,0.9188592829205359,19.52506799508346,0.0,1.593321772947751,0.0
2022-10-23 11:00:00,23.026115790012625,0.0,0.7839752587511707,20.409734093093792,0.0,2.6725496404695885,18.830063728957423,0.6585424756212703,21.11515879331816,0.0,1.423276663155539,22.973849057923033,0.0,2.4110598125990963,19.406920911271968,0.0,1.7255547812321603,0.0
2022-10-23 12:00:00,23.092992744028127,0.0,1.5137752382526029,21.329942372453758,0.0,2.4337588753592425,19.34981427653126,1.2415939357350487,23.03039942329272,0.0,0.7942625419582935,23.210740389077998,0.0,2.158768859982152,20.666947949233723,0.0,2.8676662069595493,0.0
2022-10-23 13:00:00,23.460702843393047,0.0,1.4087381127955936,22.1155693073122,0.0,1.7589576617691423,19.389283778061035,1.670845970049339,24.24869942314925,0.0,1.3750793072378804,23.815271628514633,0.0,2.137665655883048,20.158552038650893,0.0,1.6111614010061048,0.0
2022-10-23 14:00:00,25.035569402823516,0.0,1.6138606200277354,21.66424825174571,0.0,2.337505292520114,18.376968914800322,2.538937732663675,23.53184513021198,0.0,1.26222981907995,23.958160578222504,0.0,2.1865211965800753,19.85572212954543,0.0,3.855322210320966,0.0
2022-10-23 15:00:00,25.43163575781225,0.0,1.9754659728656727,21.81142361015502,0.0,1.7018380474676573,17.55099148186491,2.039509001669548,24.35121038825616,0.0,1.3378061241685038,23.731568253623767,0.0,2.7602002210094585,19.157630772096898,0.0,4.371854274285894,0.0
2022-10-23 16:00:00,25.66821236992668,0.0,2.294026541912612,20.12125352373576,0.0,1.0650078818872073,15.60523906983017,1.9298844156732806,21.636868096428707,0.0,0.6899903859792644,23.130842869798116,0.0,2.2074322626527008,18.101821642580646,0.0,3.520558480212853,0.34104267802446453
2022-10-23 17:00:00,24.470135571361478,0.0,1.66664883275911,18.732268758464244,0.0,0.7578090993887305,13.786801050733715,0.9450416182318374,19.86160933555035,0.0,0.0,20.07201429059261,0.0,0.8377567976523838,17.186996781029848,0.0,4.747117972377383,0.36224278818957356
2022-10-23 18:00:00,24.195883496648857,0.0,1.2953981342819456,16.405733054182168,0.0,0.0,11.85271692973123,0.0,17.821512996355384,0.0,0.0,19.273062594269717,0.0,1.0939105847581667,15.850004891815962,0.0,4.431754949446935,0.3236215219279093
2022-10-24 08:00:00,16.83836286112251,0.0,1.8198777617603443,12.303813995938011,0.0,2.976694813415481,10.260146428170886,1.4724786686525746,15.286245268931426,0.0,1.6274073845207244,15.610535633606235,0.0,2.277021054450382,10.987795730023617,0.0,-9.053653201668189,0.0
2022-10-24 09:00:00,18.52253995226932,0.0,2.018019161718284,13.037849515923595,0.0,2.9812357381851298,9.504856435376,1.850428448825206,16.32684721752385,0.0,1.663725729152927,16.61273822084761,0.0,4.34938195356675,9.901727306548208,0.6448021942606746,-8.239469208982868,0.0
2022-10-24 10:00:00,18.58105003475664,0.0,5.5688289272959635,11.368853044359316,0.0,3.7511502187265737,8.604098133063875,1.8205914530935108,16.202212693675673,0.0,1.9964220318115764,15.279568297898523,0.0,3.938559761365292,9.311277750557668,0.0,-7.839061609169715,0.0
2022-10-24 11:00:00,20.45619069396956,0.0,6.059865559714036,10.973300802860686,0.0,3.784299464297278,8.691137598329986,2.471775773613516,15.701835801103858,0.0,1.6543631450666054,14.875458015252207,0.0,5.5683132878714545,8.937280810250178,0.0,-8.573592303050502,0.0
2022-10-24 12:00:00,19.97751070901659,0.0,6.168679830715662,10.967221033737964,0.0,3.1112233933588738,7.908750087072723,2.7610679453460425,15.100583144067823,0.0,0.9765311706542855,14.152131028963177,0.0,6.016602295415749,8.295235143964582,0.0,-7.8304222575969975,0.0
2022-10-24 13:00:00,19.22327608438137,0.0,5.281043325132476,10.640179846127488,0.0,3.9873859586184364,7.77909808612562,3.1389015846115447,13.701775506830856,0.0,0.5267260788750906,13.512230686130074,0.0,5.050650019019025,8.419424286699984,1.359247859722799,-6.485529202134273,0.0
2022-10-24 14:00:00,18.199526986997057,0.0,4.59064178390946,10.288028509593383,0.0,3.748381158890406,6.300996055172225,1.9721230272542982,12.308194617492456,0.0,0.9636942692721636,12.842207231360225,0.0,6.923516212686775,7.599884110296832,0.0,-6.671007376929095,0.0
2022-10-24 15:00:00,18.678913792403815,0.0,4.935691113355776,10.330178846538066,0.0,4.7599871403082314,6.1518790136213175,1.3068715347884128,11.460607631806186,3.1767368059914927,0.7730283414491829,13.360129591739547,0.0,7.482144546584142,7.74701656875415,1.0656245549772283,-5.897253744606641,0.0
2022-10-24 16:00:00,18.519145495819505,0.0,2.2837381693117154,10.047457817156818,0.0,3.9673200735991503,5.249891556521688,2.6954958213503466,11.792355230652273,4.483258285007839,0.5333969884568671,13.5714620066547,0.0,6.518953844647213,6.737719397217627,0.7315111306657042,-5.193618546739954,0.0
2022-10-24 17:00:00,17.661031165082715,0.0,2.037369588656904,9.771138439877099,0.0,3.311150536103206,4.235548055666882,1.6830306684058574,11.231082766527186,6.197000694495917,0.7600415619679012,13.442637116660201,0.0,4.10120504135812,6.502973687084212,9.813328742444778,-3.7713250439656,0.0
